0, 0, 0, 0.00439556, 0, 0, 0, 0, 0.00439556;
2.16775e-08, 0, 0, 0.00438308, 0, -2.54497e-06, 2.74551e-05, 0, 0.00439558;
2.63464e-06, -4.74016e-07, 0, 0.00436828, 0, 2.27351e-05, 2.75057e-05, 0, 0.00439558;
5.2488e-06, -9.60887e-07, 0, 0.00435354, 6.87755e-13, 4.79461e-05, 2.75057e-05, 0, 0.00439558;
7.83356e-06, -1.44499e-06, 0, 0.00433892, 6.12204e-12, 7.29989e-05, 2.75057e-05, 0, 0.00439558;
1.0422e-05, -1.96686e-06, 0, 0.00432443, 2.4149e-11, 9.78477e-05, 2.75057e-05, 0, 0.00439558;
1.29645e-05, -2.48403e-06, 0, 0.0043101, 6.59752e-11, 0.000122447, 2.75057e-05, 0, 0.00439558;
1.55129e-05, -3.05518e-06, 0, 0.00429597, 1.45621e-10, 0.000146753, 2.75057e-05, 0, 0.00439558;
1.79995e-05, -3.61927e-06, 0, 0.00428206, 2.79273e-10, 0.00017072, 2.75057e-05, 0, 0.00439558;
2.04946e-05, -4.25262e-06, 0, 0.00426841, 4.84555e-10, 0.000194305, 2.75057e-05, 0, 0.00439558;
2.29133e-05, -4.87603e-06, 0, 0.00425503, 7.79748e-10, 0.000217465, 2.75057e-05, 0, 0.00439558;
2.53436e-05, -5.58278e-06, 0, 0.00424196, 1.18297e-09, 0.000240158, 2.75057e-05, 0, 0.00439558;
2.7684e-05, -6.27605e-06, 0, 0.00422922, 1.71138e-09, 0.000262342, 2.75057e-05, 0, 0.00439558;
3.00401e-05, -7.06537e-06, 0, 0.00421684, 2.38034e-09, 0.000283978, 2.75057e-05, 0, 0.00439558;
3.22943e-05, -7.83694e-06, 0, 0.00420483, 3.20272e-09, 0.000305025, 2.75057e-05, 0, 0.00439558;
3.45688e-05, -8.71567e-06, 0, 0.00419322, 4.18818e-09, 0.000325446, 2.75057e-05, 0, 0.00439558;
3.67312e-05, -9.57159e-06, 0, 0.00418204, 5.34262e-09, 0.000345204, 2.75057e-05, 0, 0.00439558;
3.89193e-05, -1.05441e-05, 0, 0.00417129, 6.6677e-09, 0.000364262, 2.75057e-05, 0, 0.00439558;
4.09869e-05, -1.14879e-05, 0, 0.004161, 8.16049e-09, 0.000382586, 2.75057e-05, 0, 0.00439558;
4.30864e-05, -1.25558e-05, 0, 0.00415119, 9.81329e-09, 0.000400143, 2.75057e-05, 0, 0.00439558;
4.50588e-05, -1.35883e-05, 0, 0.00414187, 1.16136e-08, 0.0004169, 2.75057e-05, 0, 0.00439558;
4.70702e-05, -1.47506e-05, 0, 0.00413306, 1.35441e-08, 0.000432828, 2.75057e-05, 0, 0.00439558;
4.89498e-05, -1.58702e-05, 0, 0.00412476, 1.5583e-08, 0.000447898, 2.75057e-05, 0, 0.00439558;
5.08762e-05, -1.71232e-05, 0, 0.00411699, 1.77046e-08, 0.000462081, 2.75057e-05, 0, 0.00439558;
5.2668e-05, -1.83254e-05, 0, 0.00410977, 1.98794e-08, 0.000475354, 2.75057e-05, 0, 0.00439558;
5.45148e-05, -1.96628e-05, 0, 0.00410309, 2.2075e-08, 0.000487691, 2.75057e-05, 0, 0.00439558;
5.62263e-05, -2.09409e-05, 0, 0.00409696, 2.42569e-08, 0.00049907, 2.75057e-05, 0, 0.00439558;
5.80016e-05, -2.23542e-05, 0, 0.0040914, 2.63891e-08, 0.000509471, 2.75057e-05, 0, 0.00439558;
5.96425e-05, -2.36991e-05, 0, 0.0040864, 2.84352e-08, 0.000518875, 2.75057e-05, 0, 0.00439558;
